UK,Drama,PG-13,No,FALSE
USA,Drama,PG-13,No,TRUE
USA,Action,R,No,FALSE
CANADA,Action,R,No,FALSE
UK,Adventure,R,No,FALSE
USA,Drama,PG,No,FALSE
USA,Action,PG-13,No,FALSE
USA,Comedy,R,No,FALSE
USA,Comedy,R,Yes,FALSE
FRANCE,Drama,PG-13,No,TRUE
USA,Drama,R,No,FALSE
UK,Horror,R,No,FALSE
UK,Thriller,R,No,FALSE
USA,Drama,R,No,TRUE
USA,Action,PG-13,No,FALSE
USA,Comedy,PG,No,FALSE
NETHERLANDS,Drama,R,No,TRUE
USA,Comedy,PG,No,FALSE
USA,Drama,PG-13,No,FALSE
USA,Action,R,No,FALSE
USA,Adventure,R,Yes,FALSE
USA,Comedy,R,No,FALSE
USA,Action,R,Yes,FALSE
USA,Comedy,R,No,FALSE
CANADA,Biography,R,No,FALSE
USA,Comedy,R,No,FALSE
USA,Comedy,PG,No,FALSE
USA,Drama,R,No,TRUE
CANADA,Animation,NOT SPECIFIED,No,FALSE
USA,Biography,G,No,FALSE
USA,Action,R,No,FALSE
USA,Action,PG,No,FALSE
USA,Action,R,No,FALSE
AUSTRALIA,Comedy,R,No,TRUE
USA,Comedy,PG-13,No,FALSE
USA,Drama,PG-13,No,TRUE
USA,Comedy,R,No,FALSE
USA,Comedy,PG-13,No,FALSE
USA,Comedy,R,No,FALSE
USA,Comedy,PG-13,No,FALSE
UK,Thriller,PG,No,FALSE
ARGENTINA,Drama,PG,No,TRUE
CANADA,Comedy,R,No,TRUE
USA,Drama,R,No,FALSE
UK,Thriller,PG-13,No,FALSE
USA,Drama,PG,No,FALSE
USA,Drama,PG,No,FALSE
USA,Drama,PG,No,FALSE
FRANCE,Comedy,UNRATED,No,TRUE
DENMARK,Biography,NOT SPECIFIED,No,FALSE
UK,Action,R,No,FALSE
AUSTRALIA,Drama,R,No,FALSE
USA,Action,R,No,FALSE
USA,Family,R,No,TRUE
ITALY,Comedy,G,No,TRUE
USA,Crime,PG-13,No,FALSE
USA,Drama,R,No,FALSE
USA,Action,PG-13,No,FALSE
USA,Comedy,PG-13,No,FALSE
USA,Comedy,PG-13,No,FALSE
USA,Drama,PG,No,FALSE
USA,Action,R,No,FALSE
UK,Action,R,Yes,FALSE
USA,Action,PG,No,FALSE
NETHERLANDS,Drama,R,No,TRUE
USA,Drama,PG,No,TRUE
USA,Action,PG-13,No,FALSE
USA,Drama,R,No,FALSE
FRANCE,Drama,PG,No,FALSE
USA,Action,PG,No,FALSE
USA,Action,R,No,FALSE
USA,Action,R,No,FALSE
AUSTRALIA,Drama,R,No,FALSE
FRANCE,Crime,PG,No,FALSE
USA,Animation,NOT SPECIFIED,No,FALSE
UK,Comedy,G,No,FALSE
USA,Action,PG,No,FALSE
USA,Comedy,R,No,TRUE
USA,Action,PG,No,FALSE
USA,Comedy,R,No,FALSE
USA,Adventure,PG,No,FALSE
CANADA,Family,PG,No,FALSE
USA,Comedy,G,No,FALSE
USA,Adventure,R,Yes,TRUE
UK,Horror,PG,No,TRUE
UK,Drama,R,Yes,TRUE
USA,Drama,R,No,FALSE
USA,Comedy,PG-13,No,TRUE
USA,Action,R,Yes,TRUE
USA,Action,R,Yes,FALSE
USA,Adventure,R,Yes,TRUE
USA,Action,PG,No,TRUE
USA,Action,R,Yes,TRUE
USA,Crime,R,Yes,TRUE
USA,Comedy,R,No,TRUE
USA,Action,R,Yes,FALSE
USA,Action,PG,No,TRUE
USA,Drama,PG-13,No,FALSE
UK,Action,R,Yes,FALSE
USA,Crime,PG,Yes,TRUE
USA,Drama,R,Yes,TRUE
USA,Comedy,PG,No,FALSE
USA,Comedy,PG-13,Yes,FALSE
USA,Comedy,R,No,FALSE
USA,Action,PG-13,No,FALSE
USA,Action,R,No,FALSE
USA,Action,PG-13,No,FALSE
USA,Adventure,R,Yes,FALSE
USA,Action,PG-13,Yes,FALSE
USA,Comedy,PG,Yes,TRUE
USA,Comedy,R,No,TRUE
UK,Horror,PG-13,Yes,TRUE
USA,Drama,R,No,TRUE
USA,Comedy,PG-13,No,FALSE
USA,Comedy,PG,No,FALSE
USA,Action,PG,Yes,FALSE
USA,Comedy,PG,Yes,TRUE
USA,Action,PG,Yes,FALSE
USA,Comedy,R,No,FALSE
UK,Biography,PG,Yes,TRUE
USA,Biography,PG-13,No,TRUE
UK,Drama,R,No,TRUE
USA,Comedy,R,No,FALSE
USA,Horror,PG,No,FALSE
USA,Biography,R,No,FALSE
USA,Action,PG-13,No,TRUE
WEST GERMANY,Drama,R,No,TRUE
USA,Crime,PG-13,No,FALSE
USA,Action,R,Yes,TRUE
USA,Comedy,R,No,FALSE
USA,Comedy,PG,No,FALSE
UK,Comedy,PG,No,TRUE
USA,Drama,R,No,FALSE
USA,Comedy,PG-13,Yes,TRUE
CANADA,Fantasy,R,No,FALSE
UK,Action,PG-13,Yes,FALSE
USA,Comedy,PG,No,FALSE
USA,Comedy,R,No,FALSE
USA,Comedy,PG,No,FALSE
USA,Comedy,PG,No,FALSE
USA,Comedy,PG-13,Yes,FALSE
UK,Comedy,PG-13,No,FALSE
USA,Comedy,R,Yes,FALSE
USA,Comedy,PG-13,No,FALSE
USA,Comedy,PG-13,No,FALSE
USA,Adventure,PG,No,FALSE
USA,Comedy,PG,No,FALSE
UK,Horror,PG-13,No,FALSE
USA,Action,R,No,TRUE
USA,Comedy,R,No,FALSE
USA,Comedy,R,No,TRUE
USA,Comedy,R,No,TRUE
DENMARK,Comedy,PG-13,No,TRUE
USA,Crime,G,No,FALSE
USA,Comedy,R,Yes,FALSE
USA,Comedy,PG-13,Yes,TRUE
UK,Comedy,PG,No,FALSE
USA,Comedy,R,No,FALSE
FRANCE,Drama,PG,No,TRUE
USA,Crime,PG,Yes,FALSE
USA,Comedy,R,No,FALSE
UK,Biography,PG,Yes,TRUE
UK,Thriller,PG,No,FALSE
USA,Drama,R,Yes,FALSE
USA,Crime,R,No,FALSE
USA,Action,R,No,FALSE
USA,Comedy,R,No,FALSE
WEST GERMANY,Comedy,PG-13,No,TRUE
USA,Drama,PG,No,FALSE
USA,Comedy,R,No,FALSE
CANADA,Horror,PG-13,No,FALSE
USA,Action,R,No,FALSE
USA,Comedy,R,Yes,FALSE
USA,Action,PG,No,FALSE
FRANCE,Action,PG,No,FALSE
USA,Fantasy,R,No,FALSE
USA,Action,R,Yes,FALSE
USA,Comedy,PG-13,No,TRUE
USA,Comedy,R,No,FALSE
USA,Crime,PG,No,TRUE
USA,Crime,R,No,FALSE
USA,Sci-Fi,R,No,FALSE
USA,Crime,R,No,FALSE
USA,Action,R,No,FALSE
UK,Comedy,R,No,TRUE
USA,Comedy,PG-13,No,FALSE
USA,Action,R,Yes,FALSE
USA,Action,R,No,FALSE
USA,Drama,R,No,TRUE
USA,Drama,PG-13,No,FALSE
USA,Action,PG,Yes,FALSE
USA,Crime,PG,No,FALSE
UK,Biography,R,No,TRUE
USA,Action,R,No,FALSE
USA,Comedy,R,No,FALSE
USA,Drama,R,No,FALSE
DENMARK,Drama,PG-13,No,TRUE
USA,Comedy,PG-13,No,FALSE
USA,Comedy,R,No,FALSE
USA,Horror,PG,No,FALSE
USA,Action,R,No,FALSE
USA,Adventure,R,No,FALSE
USA,Drama,PG,No,TRUE
USA,Comedy,NOT RATED,No,FALSE
USA,Comedy,PG-13,No,FALSE
USA,Action,PG,No,FALSE
USA,Comedy,R,No,FALSE
USA,Action,PG-13,No,FALSE
UK,Action,PG-13,No,FALSE
USA,Drama,R,No,FALSE
USA,Action,R,No,FALSE
USA,Animation,R,No,TRUE
USA,Horror,G,No,FALSE
USA,Comedy,R,No,FALSE
USA,Crime,PG,No,FALSE
UK,Crime,R,No,FALSE
USA,Drama,R,No,FALSE
UK,Drama,PG,No,TRUE
USA,Action,PG,No,FALSE
USA,Crime,R,No,FALSE
USA,Drama,R,Yes,FALSE
USA,Comedy,R,No,FALSE
USA,Drama,R,No,FALSE
USA,Drama,R,No,FALSE
USA,Drama,R,No,FALSE
UK,Comedy,R,No,FALSE
USA,Comedy,R,No,FALSE
UK,Drama,PG-13,No,TRUE
USA,Action,R,No,FALSE
USA,Drama,R,No,FALSE
USA,Drama,R,No,FALSE
USA,Crime,R,No,FALSE
ITALY,Comedy,R,No,TRUE
USA,Fantasy,NOT SPECIFIED,No,FALSE
USA,Drama,PG,No,FALSE
UK,Action,PG-13,No,FALSE
CANADA,Comedy,R,No,FALSE
USA,Comedy,R,No,FALSE
UK,Biography,PG-13,No,TRUE
USA,Horror,PG,No,FALSE
UK,Crime,R,No,FALSE
USA,Comedy,R,No,FALSE
USA,Biography,PG,No,FALSE
USA,Adventure,R,No,FALSE
UK,Mystery,R,No,FALSE
USA,Action,R,Yes,FALSE
UK,Comedy,PG-13,No,FALSE
USA,Action,R,No,FALSE
USA,Horror,PG-13,No,FALSE
USA,Crime,R,No,FALSE
USA,Comedy,R,No,FALSE
USA,Drama,PG,No,FALSE
HONG KONG,Adventure,R,No,FALSE
USA,Drama,R,No,TRUE
SPAIN,Horror,PG,No,FALSE
UK,Drama,R,No,TRUE
USA,Action,PG,No,FALSE
USA,Comedy,R,No,FALSE
UK,Drama,PG,No,TRUE
USA,Comedy,G,No,FALSE
USA,Comedy,PG,No,FALSE
USA,Comedy,R,No,FALSE
USA,Drama,PG,No,FALSE
USA,Comedy,R,No,FALSE
UK,Horror,PG-13,No,FALSE
USA,Drama,R,No,FALSE
USA,Comedy,PG,Yes,FALSE
USA,Comedy,PG,No,TRUE
AUSTRALIA,Drama,PG,No,TRUE
USA,Crime,PG-13,No,FALSE
FRANCE,Drama,R,No,FALSE
USA,Comedy,R,No,FALSE
USA,Comedy,PG,No,FALSE
USA,Adventure,R,No,FALSE
USA,Comedy,PG-13,No,FALSE
USA,Action,R,No,FALSE
USA,Comedy,R,No,FALSE
USA,Action,PG-13,No,FALSE
USA,Comedy,R,No,FALSE
ITALY,Comedy,R,No,TRUE
USA,Comedy,NOT SPECIFIED,No,FALSE
USA,Fantasy,PG-13,No,FALSE
USA,Action,G,No,FALSE
USA,Action,R,No,FALSE
ITALY,Drama,R,No,FALSE
BELGIUM,Drama,R,No,TRUE
USA,Drama,NOT SPECIFIED,No,FALSE
FRANCE,Drama,R,No,TRUE
AUSTRALIA,Drama,R,No,FALSE
USA,Action,R,No,FALSE
FRANCE,Comedy,R,No,TRUE
UK,Comedy,PG,No,FALSE
USA,Action,NOT SPECIFIED,No,FALSE
USA,Thriller,R,No,FALSE
UK,Action,R,No,FALSE
USA,Action,R,No,FALSE
USA,Adventure,PG-13,No,FALSE
USA,Crime,G,No,FALSE
USA,Comedy,R,No,TRUE
USA,Comedy,R,No,FALSE
USA,Action,R,No,FALSE
FRANCE,Comedy,R,No,TRUE
USA,Comedy,NOT RATED,No,FALSE
USA,Comedy,R,Yes,TRUE
USA,Comedy,PG,Yes,TRUE
USA,Horror,R,No,FALSE
USA,Action,R,Yes,TRUE
USA,Action,R,Yes,TRUE
USA,Comedy,PG,No,TRUE
USA,Drama,R,Yes,TRUE
USA,Action,R,No,TRUE
USA,Animation,R,Yes,TRUE
JAPAN,Animation,PG,No,TRUE
USA,Comedy,R,Yes,TRUE
USA,Comedy,PG,Yes,FALSE
ITALY,Drama,R,No,TRUE
USA,Horror,R,Yes,FALSE
USA,Fantasy,R,No,FALSE
UK,Comedy,R,No,TRUE
USA,Comedy,R,No,FALSE
USA,Action,PG-13,Yes,TRUE
UK,Horror,R,No,FALSE
USA,Crime,R,Yes,TRUE
USA,Comedy,R,No,TRUE
USA,Action,PG-13,No,FALSE
USA,Comedy,R,Yes,FALSE
AUSTRALIA,Action,R,No,FALSE
USA,Animation,PG,No,TRUE
USA,Comedy,G,Yes,FALSE
USA,Drama,PG,No,TRUE
USA,Drama,R,Yes,TRUE
FRANCE,Adventure,R,No,TRUE
USA,Comedy,R,No,FALSE
USA,Horror,PG-13,No,FALSE
USA,Action,R,No,FALSE
USA,Action,R,Yes,FALSE
USA,Comedy,R,No,FALSE
USA,Action,R,Yes,FALSE
CANADA,Drama,R,No,TRUE
CANADA,Drama,R,No,TRUE
USA,Comedy,R,No,TRUE
USA,Comedy,PG,No,TRUE
USA,Horror,PG,No,FALSE
USA,Drama,R,No,TRUE
USA,Comedy,PG,Yes,FALSE
USA,Drama,PG,No,FALSE
USA,Comedy,R,No,TRUE
USA,Action,R,No,FALSE
UK,Comedy,R,No,FALSE
USA,Animation,PG,Yes,FALSE
USA,Action,G,Yes,FALSE
USA,Comedy,R,No,FALSE
USA,Comedy,PG-13,Yes,TRUE
USA,Crime,PG-13,Yes,FALSE
USA,Crime,R,Yes,FALSE
USA,Horror,R,No,FALSE
USA,Comedy,R,No,FALSE
UK,Adventure,PG-13,Yes,TRUE
CANADA,Drama,PG,No,TRUE
USA,Horror,R,No,FALSE
USA,Comedy,PG-13,No,FALSE
USA,Action,R,No,FALSE
USA,Comedy,R,Yes,FALSE
USA,Action,R,No,FALSE
USA,Comedy,R,No,FALSE
USA,Action,R,No,FALSE
IRELAND,Comedy,R,Yes,FALSE
USA,Crime,PG-13,No,TRUE
USA,Comedy,PG-13,No,FALSE
USA,Adventure,R,No,FALSE
USA,Comedy,PG,No,FALSE
USA,Comedy,PG-13,Yes,FALSE
USA,Comedy,PG-13,No,FALSE
USA,Comedy,R,No,FALSE
USA,Biography,PG,Yes,TRUE
USA,Comedy,PG-13,No,FALSE
USA,Comedy,R,No,FALSE
UK,Comedy,R,No,FALSE
UK,Comedy,R,No,FALSE
USA,Comedy,R,No,FALSE
USA,Fantasy,R,No,FALSE
SWEDEN,Family,R,No,FALSE
USA,Drama,G,No,TRUE
USA,Fantasy,PG,No,FALSE
SPAIN,Comedy,PG-13,No,TRUE
USA,Comedy,R,No,FALSE
USA,Action,PG-13,No,FALSE
JAPAN,Drama,R,Yes,FALSE
USA,Action,R,No,FALSE
USA,Comedy,R,No,FALSE
USA,Drama,PG,No,FALSE
USA,Comedy,R,Yes,FALSE
UK,Comedy,PG,No,TRUE
USA,Action,PG,Yes,FALSE
USA,Drama,R,No,FALSE
USA,Comedy,R,No,FALSE
USA,Action,R,No,FALSE
USA,Comedy,R,Yes,FALSE
USA,Biography,R,Yes,FALSE
USA,Comedy,PG,No,FALSE
USA,Comedy,PG,No,FALSE
USA,Comedy,R,No,FALSE
USA,Action,PG,No,TRUE
UK,Comedy,R,No,TRUE
USA,Drama,R,No,FALSE
USA,Adventure,PG,Yes,FALSE
USA,War,PG,No,TRUE
UK,Drama,R,No,FALSE
USA,Drama,R,No,FALSE
USA,Drama,R,No,FALSE
USA,Drama,R,No,TRUE
USA,Biography,PG,No,TRUE
UK,Comedy,R,No,TRUE
AUSTRALIA,Drama,R,Yes,FALSE
USA,Comedy,PG-13,Yes,FALSE
USA,Drama,PG-13,No,TRUE
FRANCE,Adventure,R,No,TRUE
USA,Comedy,PG,No,FALSE
USA,Comedy,R,Yes,FALSE
USA,Adventure,PG,Yes,FALSE
USA,Action,PG,No,FALSE
USA,Comedy,R,No,FALSE
AUSTRALIA,Comedy,PG-13,No,FALSE
USA,Crime,PG,No,FALSE
USA,Comedy,R,No,FALSE
USA,Drama,PG-13,Yes,FALSE
USA,Drama,R,No,FALSE
CANADA,Action,R,No,FALSE
OTHER,Action,R,Yes,FALSE
USA,Mystery,R,No,FALSE
USA,Crime,R,No,FALSE
UK,Crime,PG,No,TRUE
USA,Drama,NOT RATED,No,FALSE
AUSTRALIA,Adventure,R,No,FALSE
USA,Horror,PG,No,FALSE
USA,Drama,PG-13,No,FALSE
USA,Comedy,PG-13,No,FALSE
USA,Comedy,R,No,FALSE
USA,Drama,PG,No,FALSE
USA,Comedy,PG-13,No,TRUE
USA,Action,R,No,FALSE
USA,Comedy,R,No,FALSE
USA,Drama,R,Yes,FALSE
USA,Comedy,PG,Yes,FALSE
USA,Action,R,No,FALSE
USA,Action,PG,No,FALSE
CANADA,Action,R,No,FALSE
FRANCE,Biography,PG,No,TRUE
USA,Adventure,R,No,FALSE
UK,Crime,PG,No,FALSE
USA,Drama,R,No,FALSE
HONG KONG,Crime,R,No,TRUE
USA,Drama,NOT SPECIFIED,No,FALSE
USA,Drama,R,No,FALSE
USA,Comedy,R,Yes,FALSE
USA,Comedy,PG-13,No,FALSE
UK,Drama,PG,No,TRUE
USA,Crime,PG,No,FALSE
UK,Comedy,R,No,FALSE
USA,Comedy,R,No,FALSE
UK,Drama,PG,No,FALSE
USA,Drama,PG-13,No,FALSE
USA,Action,PG-13,No,FALSE
USA,Comedy,R,Yes,FALSE
FRANCE,Animation,R,No,TRUE
USA,Drama,PG,No,FALSE
CANADA,Drama,PG-13,No,FALSE
FRANCE,Romance,R,No,FALSE
USA,Action,NOT SPECIFIED,No,FALSE
USA,Comedy,R,No,FALSE
USA,Drama,PG,No,FALSE
WEST GERMANY,Drama,R,No,FALSE
USA,Comedy,PG,No,FALSE
UK,Comedy,R,No,TRUE
USA,Drama,PG,No,FALSE
USA,Crime,R,Yes,FALSE
UK,Crime,R,No,FALSE
USA,Drama,R,No,FALSE
USA,Drama,R,No,FALSE
USA,Crime,PG,No,FALSE
USA,Comedy,R,No,FALSE
UK,Drama,R,No,FALSE
UK,Drama,PG,No,FALSE
USA,Romance,R,No,FALSE
USA,Horror,PG,No,FALSE
USA,Comedy,R,No,FALSE
USA,Comedy,R,No,FALSE
UK,Biography,PG-13,No,FALSE
USA,Comedy,R,No,FALSE
USA,Comedy,PG,No,FALSE
FRANCE,Drama,PG-13,No,TRUE
USA,Comedy,NOT SPECIFIED,No,FALSE
USA,Action,PG,No,FALSE
USA,Action,R,No,FALSE
USA,War,R,No,FALSE
USA,Comedy,R,No,FALSE
USA,Comedy,R,Yes,FALSE
FRANCE,Drama,PG,No,TRUE
UK,Drama,PG-13,No,FALSE
UK,Drama,PG-13,No,TRUE
UK,Drama,PG-13,No,TRUE
USA,Comedy,PG-13,No,FALSE
USA,Action,PG,No,FALSE
USA,Comedy,R,No,FALSE
USA,Thriller,PG-13,No,FALSE
UK,Action,PG,No,FALSE
USA,Drama,R,No,TRUE
UK,Biography,PG-13,No,FALSE
USA,Comedy,R,No,FALSE
USA,Drama,PG,No,FALSE
USA,Crime,R,No,FALSE
USA,Comedy,R,No,FALSE
USA,Horror,PG,No,FALSE
USA,Action,R,No,FALSE
USA,Comedy,R,No,TRUE
USA,Action,PG,No,FALSE
USA,Comedy,R,No,FALSE
USA,Comedy,PG-13,No,FALSE
USA,Comedy,R,No,FALSE
UK,Adventure,R,No,FALSE
UK,Horror,PG-13,No,FALSE
AUSTRALIA,Action,R,No,TRUE
USA,Comedy,PG,No,FALSE
USA,Comedy,R,Yes,TRUE
USA,Action,PG,Yes,TRUE
USA,Horror,PG-13,No,FALSE
USA,Action,R,Yes,TRUE
USA,Animation,PG-13,Yes,TRUE
USA,Action,G,Yes,FALSE
USA,Action,R,Yes,FALSE
USA,Comedy,R,Yes,TRUE
USA,Adventure,PG-13,No,FALSE
USA,Drama,PG,No,TRUE
USA,Adventure,PG,Yes,TRUE
USA,Adventure,PG,Yes,TRUE
USA,Comedy,PG-13,Yes,TRUE
USA,Comedy,PG,No,TRUE
USA,Adventure,R,No,FALSE
USA,Biography,PG-13,Yes,TRUE
USA,Comedy,R,Yes,TRUE
USA,Comedy,R,No,TRUE
USA,Action,PG,Yes,FALSE
USA,Comedy,PG,No,TRUE
USA,Comedy,PG-13,No,FALSE
USA,Adventure,PG-13,Yes,FALSE
USA,Adventure,R,Yes,FALSE
USA,Comedy,PG,No,TRUE
USA,Biography,R,No,TRUE
USA,Action,R,No,FALSE
USA,Comedy,PG,No,FALSE
USA,Comedy,PG,Yes,TRUE
USA,Action,PG-13,Yes,TRUE
UK,Action,R,Yes,FALSE
USA,Drama,PG-13,No,FALSE
IRELAND,Biography,R,No,TRUE
USA,Adventure,R,No,FALSE
USA,Fantasy,PG,Yes,FALSE
USA,Drama,PG,No,TRUE
USA,Drama,R,No,TRUE
NETHERLANDS,Crime,PG-13,No,TRUE
USA,Action,NC-17,Yes,FALSE
USA,Drama,PG,No,TRUE
USA,Action,PG,No,FALSE
USA,Crime,PG-13,Yes,TRUE
USA,Comedy,R,No,FALSE
USA,Comedy,PG-13,Yes,FALSE
USA,Action,R,No,FALSE
USA,Fantasy,R,No,FALSE
USA,Horror,R,No,FALSE
USA,Comedy,R,No,FALSE
AUSTRALIA,Horror,PG,No,FALSE
USA,Adventure,R,No,FALSE
USA,Comedy,R,Yes,FALSE
USA,Action,R,Yes,FALSE
IRELAND,Animation,R,No,FALSE
USA,Action,G,No,FALSE
USA,Comedy,R,No,FALSE
USA,Adventure,PG,No,FALSE
USA,Comedy,PG,No,FALSE
UK,Action,R,No,TRUE
USA,Adventure,PG-13,Yes,FALSE
USA,Crime,PG,Yes,FALSE
USA,Action,R,No,FALSE
USA,Horror,PG-13,No,FALSE
USA,Action,R,No,FALSE
USA,Comedy,R,No,FALSE
FRANCE,Drama,PG-13,Yes,TRUE
USA,Crime,R,No,TRUE
SPAIN,Comedy,R,No,TRUE
USA,Comedy,NC-17,No,FALSE
USA,Action,PG-13,No,FALSE
JAPAN,Family,R,Yes,TRUE
CANADA,Drama,G,No,FALSE
USA,Crime,PG-13,Yes,FALSE
USA,Horror,R,No,FALSE
USA,Drama,R,No,FALSE
USA,Comedy,PG-13,No,TRUE
USA,Drama,PG-13,No,FALSE
UK,Comedy,R,No,FALSE
USA,Comedy,PG,Yes,TRUE
USA,Comedy,PG-13,No,TRUE
USA,Biography,R,No,FALSE
USA,Action,PG-13,No,FALSE
USA,Comedy,R,No,FALSE
USA,Action,R,Yes,FALSE
UK,Comedy,PG-13,No,TRUE
USA,Action,R,No,FALSE
USA,Action,R,No,FALSE
USA,Comedy,R,Yes,FALSE
USA,Action,PG,No,FALSE
USA,Comedy,PG,Yes,FALSE
USA,Comedy,PG-13,No,FALSE
USA,Sci-Fi,PG-13,No,FALSE
USA,Crime,PG-13,No,FALSE
USA,Comedy,R,Yes,FALSE
USA,Comedy,PG-13,Yes,FALSE
USA,Crime,PG,Yes,FALSE
USA,Action,R,Yes,FALSE
UK,Drama,PG-13,No,FALSE
USA,Drama,R,No,FALSE
USA,Biography,R,No,FALSE
USA,Action,PG-13,No,FALSE
USA,Action,R,Yes,FALSE
USA,Comedy,PG-13,No,FALSE
USA,Comedy,PG,No,FALSE
USA,Action,PG-13,No,FALSE
USA,Comedy,PG-13,No,FALSE
USA,Horror,R,No,FALSE
USA,Action,R,No,FALSE
USA,Comedy,R,No,FALSE
USA,Drama,PG,Yes,FALSE
USA,Drama,PG,No,FALSE
AUSTRALIA,Action,R,No,FALSE
USA,Drama,R,No,TRUE
USA,Comedy,R,No,FALSE
USA,Biography,PG-13,No,FALSE
UK,Comedy,R,No,FALSE
CANADA,Comedy,PG-13,No,FALSE
